AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 3,All,2013-14,33,6.3,5.7,5.7,0,275,"4,809",89.6%
Region,Region 3,All,2013-14,34,6.3,5.6,5.9,1,282,"4,791",89.2%
Region,Region 3,All,2013-14,35,6.3,5.6,5.5,0,258,"4,680",87.2%
Region,Region 3,All,2013-14,36,6.3,5.7,5.9,1,288,"4,915",91.5%
Region,Region 3,All,2013-14,37,6.3,5.7,5.7,0,272,"4,735",88.2%
Region,Region 3,All,2013-14,38,6.4,5.7,5.8,0,286,"4,897",91.2%
Region,Region 3,All,2013-14,39,6.4,5.8,5.3,0,265,"5,039",93.8%
Region,Region 4,All,2013-14,40,6.3,5.9,5.9,1,619,"10,520",91.4%
Region,Region 4,All,2013-14,41,6.4,6,6,2,631,"10,466",91%
Region,Region 4,All,2013-14,42,6.5,6.1,6.2,4,640,"10,411",90.5%
Region,Region 4,All,2013-14,43,6.6,6.2,6.3,6,649,"10,392",90.3%
Region,Region 4,All,2013-14,44,6.7,6.3,6,6,650,"10,910",94.8%
Region,Region 4,All,2013-14,45,6.8,6.4,6.7,5,722,"10,884",94.6%
Region,Region 4,All,2013-14,46,6.9,6.5,6.4,8,705,"11,068",96.2%
Region,Region 4,All,2013-14,47,7,6.6,6.9,15,732,"10,886",94.6%
Region,Region 4,All,2013-14,48,7.1,6.7,6.5,11,708,"10,983",95.4%
Region,Region 4,All,2013-14,49,7.2,6.8,7,24,771,"11,328",98.4%
Region,Region 4,All,2013-14,50,7.3,6.9,7.7,27,834,"11,249",97.8%
Region,Region 4,All,2013-14,51,7.4,7,7.4,35,827,"11,621",> 100%
Region,Region 4,All,2013-14,52,7.5,7.1,7.8,53,840,"11,424",99.3%
Region,Region 4,All,2013-14,1,7.6,7.2,8.9,86,950,"11,608",> 100%
Region,Region 4,All,2013-14,2,7.6,7.2,9.6,97,"1,074","12,165",> 100%
Region,Region 4,All,2013-14,3,7.7,7.3,9.3,103,"1,016","12,039",> 100%
Region,Region 4,All,2013-14,4,7.7,7.3,9.3,84,"1,043","12,132",> 100%
Region,Region 4,All,2013-14,5,7.8,7.4,8.9,77,988,"12,020",> 100%
Region,Region 4,All,2013-14,6,7.8,7.4,8.5,57,958,"11,924",> 100%
Region,Region 4,All,2013-14,7,7.8,7.4,8.1,65,877,"11,680",> 100%
Region,Region 4,All,2013-14,8,7.8,7.4,7.2,27,804,"11,520",> 100%
Region,Region 4,All,2013-14,9,7.8,7.4,7.6,24,832,"11,320",98.4%
Region,Region 4,All,2013-14,10,7.7,7.3,7.2,22,807,"11,446",99.5%
Region,Region 4,All,2013-14,11,7.7,7.3,7.1,18,780,"11,202",97.4%
Region,Region 4,All,2013-14,12,7.6,7.2,7.3,8,823,"11,452",99.5%
Region,Region 4,All,2013-14,13,7.6,7.2,6.5,12,713,"11,191",97.3%
Region,Region 4,All,2013-14,14,7.5,7.1,6.7,13,742,"11,250",97.8%
Region,Region 4,All,2013-14,15,7.4,7,6.8,9,734,"10,877",94.5%
Region,Region 4,All,2013-14,16,7.3,6.9,6.7,6,733,"11,041",96%
Region,Region 4,All,2013-14,17,7.2,6.8,6.1,7,678,"11,156",97%
Region,Region 4,All,2013-14,18,7.1,6.7,6.7,9,721,"10,936",95%
Region,Region 4,All,2013-14,19,7,6.6,6.4,1,710,"11,118",96.6%
Region,Region 4,All,2013-14,20,6.9,6.5,6.4,1,685,"10,708",93.1%
Region,Region 4,All,2013-14,21,6.8,6.4,6.3,3,690,"10,964",95.3%
Region,Region 4,All,2013-14,22,6.7,6.3,6.2,1,681,"10,924",94.9%
Region,Region 4,All,2013-14,23,6.6,6.2,6.5,4,696,"10,741",93.3%
Region,Region 4,All,2013-14,24,6.5,6.1,6.4,1,689,"10,710",93.1%
Region,Region 4,All,2013-14,25,6.4,6,5.9,1,620,"10,519",91.4%
Region,Region 4,All,2013-14,26,6.3,5.9,5.8,0,617,"10,621",92.3%
Region,Region 4,All,2013-14,27,6.2,5.8,6.1,2,625,"10,260",89.2%
Region,Region 4,All,2013-14,28,6.2,5.8,6.2,2,645,"10,392",90.3%
Region,Region 4,All,2013-14,29,6.1,5.7,6.1,0,649,"10,589",92%
Region,Region 4,All,2013-14,30,6.1,5.7,5.9,0,615,"10,452",90.8%
Region,Region 4,All,2013-14,31,6,5.6,5.6,1,589,"10,522",91.4%
Region,Region 4,All,2013-14,32,6,5.6,5.7,0,611,"10,723",93.2%
Region,Region 4,All,2013-14,33,6,5.6,5.7,4,592,"10,455",90.9%
Region,Region 4,All,2013-14,34,6,5.6,5.5,1,568,"10,358",90%
Region,Region 4,All,2013-14,35,6,5.6,5.5,1,556,"10,188",88.5%
Region,Region 4,All,2013-14,36,6.1,5.7,6.1,0,636,"10,473",91%
Region,Region 4,All,2013-14,37,6.1,5.7,5.8,0,598,"10,385",90.3%
Region,Region 4,All,2013-14,38,6.2,5.8,5.8,3,610,"10,532",91.5%
Region,Region 4,All,2013-14,39,6.3,5.9,5.7,1,612,"10,718",93.1%
Region,Region 5,All,2013-14,40,6.6,6.1,6.4,1,539,"8,431",93%
Region,Region 5,All,2013-14,41,6.7,6.2,6.6,1,551,"8,319",91.8%
Region,Region 5,All,2013-14,42,6.8,6.3,6.9,0,580,"8,422",92.9%
Region,Region 5,All,2013-14,43,6.9,6.4,6.5,1,564,"8,681",95.8%
Region,Region 5,All,2013-14,44,7,6.5,6.8,2,595,"8,838",97.5%
Region,Region 5,All,2013-14,45,7.1,6.6,6.9,1,594,"8,612",95%
Region,Region 5,All,2013-14,46,7.2,6.7,6.4,1,556,"8,673",95.7%
Region,Region 5,All,2013-14,47,7.3,6.8,6.7,4,587,"8,776",96.8%
Region,Region 5,All,2013-14,48,7.4,6.9,6.6,4,573,"8,698",96%
Region,Region 5,All,2013-14,49,7.5,7,6.5,2,581,"8,937",98.6%
Region,Region 5,All,2013-14,50,7.6,7.1,7.3,8,666,"9,239",> 100%
Region,Region 5,All,2013-14,51,7.7,7.2,7.3,14,659,"9,245",> 100%
Region,Region 5,All,2013-14,52,7.8,7.3,7.4,27,652,"9,134",> 100%
Region,Region 5,All,2013-14,1,7.9,7.4,8.6,44,767,"9,408",> 100%
Region,Region 5,All,2013-14,2,8,7.5,9.3,63,865,"9,952",> 100%
Region,Region 5,All,2013-14,3,8,7.5,9.2,57,824,"9,619",> 100%
Region,Region 5,All,2013-14,4,8.1,7.6,9.2,57,815,"9,474",> 100%
Region,Region 5,All,2013-14,5,8.1,7.6,9.3,51,823,"9,351",> 100%
Region,Region 5,All,2013-14,6,8.1,7.6,8.2,43,715,"9,193",> 100%
Region,Region 5,All,2013-14,7,8.1,7.7,7.8,30,704,"9,433",> 100%
Region,Region 5,All,2013-14,8,8.1,7.7,7.4,35,654,"9,262",> 100%
Region,Region 5,All,2013-14,9,8.1,7.6,6.9,26,599,"9,062",100%
Region,Region 5,All,2013-14,10,8.1,7.6,7.8,23,688,"9,141",> 100%
Region,Region 5,All,2013-14,11,8.1,7.6,7.3,15,666,"9,323",> 100%
Region,Region 5,All,2013-14,12,8,7.5,7.2,12,630,"8,872",97.9%
Region,Region 5,All,2013-14,13,7.9,7.5,7,9,620,"8,963",98.9%
Region,Region 5,All,2013-14,14,7.9,7.4,7.6,6,666,"8,890",98.1%
Region,Region 5,All,2013-14,15,7.8,7.3,7.2,6,636,"8,901",98.2%
Region,Region 5,All,2013-14,16,7.7,7.2,7,8,604,"8,706",96.1%
Region,Region 5,All,2013-14,17,7.6,7.1,6.8,8,582,"8,667",95.6%
Region,Region 5,All,2013-14,18,7.5,7,6.4,3,554,"8,647",95.4%
Region,Region 5,All,2013-14,19,7.4,6.9,6.8,10,594,"8,860",97.8%
Region,Region 5,All,2013-14,20,7.3,6.8,6.7,5,544,"8,222",90.7%
Region,Region 5,All,2013-14,21,7.2,6.7,6.1,6,526,"8,655",95.5%
Region,Region 5,All,2013-14,22,7.1,6.6,6.7,3,575,"8,622",95.1%
Region,Region 5,All,2013-14,23,7,6.5,6.6,1,538,"8,228",90.8%
Region,Region 5,All,2013-14,24,6.9,6.4,6.4,3,532,"8,397",92.7%
Region,Region 5,All,2013-14,25,6.8,6.3,6.2,2,522,"8,465",93.4%
Region,Region 5,All,2013-14,26,6.7,6.2,5.8,1,480,"8,253",91.1%
Region,Region 5,All,2013-14,27,6.6,6.1,6.3,0,516,"8,245",91%
Region,Region 5,All,2013-14,28,6.6,6.1,6.2,0,522,"8,481",93.6%
Region,Region 5,All,2013-14,29,6.5,6,6.3,2,518,"8,242",90.9%
Region,Region 5,All,2013-14,30,6.4,6,6.3,2,532,"8,445",93.2%
Region,Region 5,All,2013-14,31,6.4,5.9,6.3,1,519,"8,192",90.4%
Region,Region 5,All,2013-14,32,6.4,5.9,6,1,491,"8,148",89.9%
Region,Region 5,All,2013-14,33,6.4,5.9,5.9,0,481,"8,099",89.4%
Region,Region 5,All,2013-14,34,6.4,5.9,6.3,1,523,"8,339",92%
Region,Region 5,All,2013-14,35,6.4,5.9,6,0,499,"8,248",91%
Region,Region 5,All,2013-14,36,6.4,5.9,6.3,0,530,"8,468",93.4%
Region,Region 5,All,2013-14,37,6.5,6,6,2,498,"8,386",92.5%
Region,Region 5,All,2013-14,38,6.5,6,5.8,1,505,"8,650",95.5%
Region,Region 5,All,2013-14,39,6.6,6.1,6.3,0,542,"8,666",95.6%
Region,Region 6,All,2013-14,40,7.1,6.5,6.7,0,363,"5,454",88.8%
Region,Region 6,All,2013-14,41,7.2,6.6,6.2,3,345,"5,609",91.3%
Region,Region 6,All,2013-14,42,7.3,6.7,6.7,1,372,"5,590",91%
Region,Region 6,All,2013-14,43,7.4,6.8,6.5,0,362,"5,604",91.2%
Region,Region 6,All,2013-14,44,7.5,6.9,6.5,1,370,"5,667",92.2%
Region,Region 6,All,2013-14,45,7.6,7.1,7.6,1,433,"5,698",92.7%
Region,Region 6,All,2013-14,46,7.8,7.2,6.8,2,392,"5,806",94.5%
Region,Region 6,All,2013-14,47,7.9,7.3,7.1,4,417,"5,908",96.1%
Region,Region 6,All,2013-14,48,8,7.4,7,8,413,"5,980",97.3%
Region,Region 6,All,2013-14,49,8.1,7.5,7.3,7,446,"6,179",> 100%
Region,Region 6,All,2013-14,50,8.2,7.7,8,12,494,"6,321",> 100%
Region,Region 6,All,2013-14,51,8.3,7.8,8.8,31,546,"6,565",> 100%
Region,Region 6,All,2013-14,52,8.4,7.9,9.7,72,549,"6,414",> 100%
Region,Region 6,All,2013-14,1,8.5,8,10.7,92,645,"6,869",> 100%
Region,Region 6,All,2013-14,2,8.6,8,11.6,126,684,"6,980",> 100%
Region,Region 6,All,2013-14,3,8.7,8.1,11.9,114,704,"6,849",> 100%
Region,Region 6,All,2013-14,4,8.7,8.1,10.9,82,645,"6,642",> 100%
Region,Region 6,All,2013-14,5,8.7,8.2,10.1,70,596,"6,619",> 100%
Region,Region 6,All,2013-14,6,8.8,8.2,9.6,45,578,"6,517",> 100%
Region,Region 6,All,2013-14,7,8.8,8.2,9.3,40,572,"6,615",> 100%
Region,Region 6,All,2013-14,8,8.8,8.2,8.5,23,511,"6,304",> 100%
Region,Region 6,All,2013-14,9,8.7,8.2,8.3,28,500,"6,340",> 100%
Region,Region 6,All,2013-14,10,8.7,8.1,8.5,21,527,"6,419",> 100%
Region,Region 6,All,2013-14,11,8.7,8.1,8.2,16,502,"6,286",> 100%
Region,Region 6,All,2013-14,12,8.6,8,7.7,6,464,"6,137",99.9%
Region,Region 6,All,2013-14,13,8.5,7.9,7.3,5,440,"6,071",98.8%
Region,Region 6,All,2013-14,14,8.4,7.9,7.6,3,456,"6,041",98.3%
Region,Region 6,All,2013-14,15,8.3,7.8,7.6,4,450,"6,005",97.7%
Region,Region 6,All,2013-14,16,8.2,7.6,7.2,2,419,"5,878",95.7%
Region,Region 6,All,2013-14,17,8.1,7.5,6.3,2,368,"5,910",96.2%
Region,Region 6,All,2013-14,18,8,7.4,6.9,1,405,"5,876",95.6%
Region,Region 6,All,2013-14,19,7.8,7.3,7.5,2,450,"5,999",97.6%
Region,Region 6,All,2013-14,20,7.7,7.2,6.4,1,369,"5,767",93.9%
Region,Region 6,All,2013-14,21,7.6,7,6.7,3,385,"5,821",94.7%
Region,Region 6,All,2013-14,22,7.5,6.9,6.3,3,353,"5,678",92.4%
Region,Region 6,All,2013-14,23,7.3,6.8,6.8,3,389,"5,753",93.6%
Region,Region 6,All,2013-14,24,7.2,6.6,6.6,1,370,"5,607",91.3%
Region,Region 6,All,2013-14,25,7.1,6.5,6.4,0,361,"5,613",91.3%
Region,Region 6,All,2013-14,26,7,6.4,6.5,0,372,"5,703",92.8%
Region,Region 6,All,2013-14,27,6.9,6.3,6.6,0,374,"5,703",92.8%
Region,Region 6,All,2013-14,28,6.8,6.2,6.3,1,355,"5,652",92%
Region,Region 6,All,2013-14,29,6.7,6.2,6.6,0,375,"5,683",92.5%
Region,Region 6,All,2013-14,30,6.7,6.1,6.4,0,360,"5,665",92.2%
Region,Region 6,All,2013-14,31,6.6,6.1,6.4,0,362,"5,678",92.4%
Region,Region 6,All,2013-14,32,6.6,6,5.8,0,323,"5,586",90.9%
Region,Region 6,All,2013-14,33,6.6,6,6.2,0,347,"5,595",91.1%
Region,Region 6,All,2013-14,34,6.6,6,6.1,0,333,"5,489",89.3%
Region,Region 6,All,2013-14,35,6.6,6,5.8,1,326,"5,616",91.4%
Region,Region 6,All,2013-14,36,6.6,6.1,5.6,0,312,"5,558",90.5%
Region,Region 6,All,2013-14,37,6.6,6.1,6.4,1,357,"5,624",91.5%
Region,Region 6,All,2013-14,38,6.7,6.1,6.6,1,369,"5,611",91.3%
Region,Region 6,All,2013-14,39,6.8,6.2,5.6,3,322,"5,779",94.1%
Region,Region 7,All,2013-14,40,7.8,6.8,6.7,0,152,"2,271",90.2%
Region,Region 7,All,2013-14,41,7.9,6.9,6.2,0,144,"2,324",92.3%
Region,Region 7,All,2013-14,42,8,7,7.2,0,173,"2,407",95.6%
Region,Region 7,All,2013-14,43,8.2,7.2,6.9,0,164,"2,379",94.5%
Region,Region 7,All,2013-14,44,8.3,7.3,7.8,0,186,"2,399",95.3%
Region,Region 7,All,2013-14,45,8.4,7.4,7.7,2,183,"2,413",95.8%
Region,Region 7,All,2013-14,46,8.6,7.6,7.3,1,180,"2,493",99%
Region,Region 7,All,2013-14,47,8.7,7.7,7.2,1,174,"2,435",96.7%
Region,Region 7,All,2013-14,48,8.9,7.9,7.8,1,186,"2,408",95.6%
Region,Region 7,All,2013-14,49,9,8,7.6,4,185,"2,496",99.1%
Region,Region 7,All,2013-14,50,9.1,8.1,7.8,2,195,"2,531",> 100%
Region,Region 7,All,2013-14,51,9.2,8.2,8.3,2,205,"2,509",99.6%
Region,Region 7,All,2013-14,52,9.3,8.3,8,9,203,"2,636",> 100%
Region,Region 7,All,2013-14,1,9.4,8.4,8.9,23,215,"2,668",> 100%
Region,Region 7,All,2013-14,2,9.5,8.5,10,30,246,"2,757",> 100%
Region,Region 7,All,2013-14,3,9.6,8.6,10.1,21,249,"2,685",> 100%
Region,Region 7,All,2013-14,4,9.6,8.6,8.3,18,195,"2,560",> 100%
Region,Region 7,All,2013-14,5,9.7,8.7,8,11,200,"2,633",> 100%
Region,Region 7,All,2013-14,6,9.7,8.7,9.2,16,217,"2,526",> 100%
Region,Region 7,All,2013-14,7,9.7,8.7,8.3,8,205,"2,571",> 100%
Region,Region 7,All,2013-14,8,9.6,8.6,7.7,14,190,"2,641",> 100%
Region,Region 7,All,2013-14,9,9.6,8.6,7,7,171,"2,544",> 100%
Region,Region 7,All,2013-14,10,9.5,8.5,8.4,2,218,"2,620",> 100%
Region,Region 7,All,2013-14,11,9.5,8.5,7.9,3,200,"2,554",> 100%
Region,Region 7,All,2013-14,12,9.4,8.4,7.5,4,193,"2,618",> 100%
Region,Region 7,All,2013-14,13,9.3,8.3,8.7,3,218,"2,548",> 100%
Region,Region 7,All,2013-14,14,9.2,8.2,7.9,3,193,"2,496",99.1%
Region,Region 7,All,2013-14,15,9,8.1,7.8,1,206,"2,637",> 100%
Region,Region 7,All,2013-14,16,8.9,7.9,7.2,1,177,"2,485",98.7%
Region,Region 7,All,2013-14,17,8.8,7.8,7.4,3,173,"2,388",94.8%
Region,Region 7,All,2013-14,18,8.6,7.6,7,1,170,"2,446",97.1%
Region,Region 7,All,2013-14,19,8.5,7.5,6.8,2,166,"2,480",98.5%
Region,Region 7,All,2013-14,20,8.3,7.3,6.1,1,141,"2,315",91.9%
Region,Region 7,All,2013-14,21,8.2,7.2,6.8,1,160,"2,352",93.4%
Region,Region 7,All,2013-14,22,8,7,7,1,158,"2,276",90.4%
Region,Region 7,All,2013-14,23,7.9,6.9,7.1,1,162,"2,294",91.1%
Region,Region 7,All,2013-14,24,7.7,6.8,7,2,161,"2,327",92.4%
Region,Region 7,All,2013-14,25,7.6,6.6,7.8,0,188,"2,408",95.6%
Region,Region 7,All,2013-14,26,7.5,6.5,5.3,0,123,"2,307",91.6%
Region,Region 7,All,2013-14,27,7.4,6.4,5.6,0,128,"2,296",91.2%
Region,Region 7,All,2013-14,28,7.3,6.3,6.4,0,152,"2,363",93.9%
Region,Region 7,All,2013-14,29,7.2,6.2,6.9,1,159,"2,322",92.2%
Region,Region 7,All,2013-14,30,7.1,6.2,6.5,0,150,"2,304",91.5%
Region,Region 7,All,2013-14,31,7.1,6.1,6.5,0,146,"2,260",89.8%
Region,Region 7,All,2013-14,32,7.1,6.1,5.8,0,134,"2,298",91.3%
Region,Region 7,All,2013-14,33,7.1,6.1,6.9,0,159,"2,304",91.5%
Region,Region 7,All,2013-14,34,7.1,6.1,6,1,141,"2,364",93.9%
Region,Region 7,All,2013-14,35,7.1,6.1,6.8,1,156,"2,316",92%
Region,Region 7,All,2013-14,36,7.1,6.2,7,0,159,"2,280",90.6%
Region,Region 7,All,2013-14,37,7.2,6.2,6.6,0,154,"2,350",93.3%
Region,Region 7,All,2013-14,38,7.2,6.3,6.5,1,156,"2,407",95.6%
Region,Region 7,All,2013-14,39,7.3,6.4,7.5,1,179,"2,386",94.8%
Region,Region 8,All,2013-14,40,7.1,6.2,6.2,0,88,"1,411",90.3%
Region,Region 8,All,2013-14,41,7.3,6.4,8.5,0,132,"1,561",99.8%
Region,Region 8,All,2013-14,42,7.5,6.6,6.5,1,92,"1,439",92%
Region,Region 8,All,2013-14,43,7.6,6.7,7.5,0,112,"1,487",95.1%
Region,Region 8,All,2013-14,44,7.8,6.9,6.9,1,95,"1,396",89.3%
Region,Region 8,All,2013-14,45,8,7.1,6.2,1,87,"1,418",90.7%
Region,Region 8,All,2013-14,46,8.2,7.3,7.5,0,112,"1,498",95.8%
Region,Region 8,All,2013-14,47,8.4,7.5,6.9,1,97,"1,418",90.7%
Region,Region 8,All,2013-14,48,8.6,7.7,6.4,1,95,"1,489",95.2%
Region,Region 8,All,2013-14,49,8.8,7.9,7.1,1,103,"1,461",93.5%
Region,Region 8,All,2013-14,50,8.9,8,7,2,107,"1,555",99.5%
Region,Region 8,All,2013-14,51,9.1,8.2,8.3,8,121,"1,550",99.1%
Region,Region 8,All,2013-14,52,9.2,8.4,8.1,10,119,"1,588",> 100%
Region,Region 8,All,2013-14,1,9.4,8.5,10.6,23,143,"1,570",> 100%
Region,Region 8,All,2013-14,2,9.5,8.6,10.4,23,134,"1,504",96.2%
Region,Region 8,All,2013-14,3,9.6,8.7,9.1,20,127,"1,608",> 100%
Region,Region 8,All,2013-14,4,9.6,8.8,9.5,17,126,"1,509",96.5%
Region,Region 8,All,2013-14,5,9.7,8.8,9.5,16,138,"1,616",> 100%
Region,Region 8,All,2013-14,6,9.7,8.8,9,8,130,"1,530",97.9%
Region,Region 8,All,2013-14,7,9.7,8.8,8.5,8,137,"1,697",> 100%
Region,Region 8,All,2013-14,8,9.7,8.8,6.9,4,102,"1,532",98%
Region,Region 8,All,2013-14,9,9.6,8.8,8.7,4,126,"1,498",95.8%
Region,Region 8,All,2013-14,10,9.6,8.7,7.9,3,119,"1,535",98.2%
Region,Region 8,All,2013-14,11,9.5,8.6,8.4,5,121,"1,507",96.4%
Region,Region 8,All,2013-14,12,9.4,8.5,7.6,1,119,"1,583",> 100%
Region,Region 8,All,2013-14,13,9.2,8.4,9.2,2,142,"1,571",> 100%
Region,Region 8,All,2013-14,14,9.1,8.2,7.1,0,110,"1,553",99.3%
Region,Region 8,All,2013-14,15,8.9,8,8.2,1,125,"1,536",98.2%
Region,Region 8,All,2013-14,16,8.7,7.9,7.7,1,116,"1,510",96.6%
Region,Region 8,All,2013-14,17,8.5,7.7,7.7,1,113,"1,483",94.9%
Region,Region 8,All,2013-14,18,8.4,7.5,7.2,0,105,"1,462",93.5%
Region,Region 8,All,2013-14,19,8.2,7.3,7.4,0,113,"1,526",97.6%
Region,Region 8,All,2013-14,20,8,7.1,6.4,2,89,"1,422",91%
Region,Region 8,All,2013-14,21,7.8,6.9,7.3,2,110,"1,536",98.2%
Region,Region 8,All,2013-14,22,7.6,6.7,6.6,1,96,"1,469",94%
Region,Region 8,All,2013-14,23,7.4,6.5,6.3,3,86,"1,406",89.9%
Region,Region 8,All,2013-14,24,7.2,6.3,7.6,1,112,"1,479",94.6%
Region,Region 8,All,2013-14,25,7,6.2,5.5,0,79,"1,448",92.6%
Region,Region 8,All,2013-14,26,6.9,6,6.1,0,90,"1,473",94.2%
Region,Region 8,All,2013-14,27,6.7,5.9,5.5,1,80,"1,468",93.9%
Region,Region 8,All,2013-14,28,6.6,5.7,4.8,0,69,"1,431",91.5%
Region,Region 8,All,2013-14,29,6.5,5.6,5.6,0,79,"1,422",91%
Region,Region 8,All,2013-14,30,6.4,5.5,5.9,0,85,"1,432",91.6%
Region,Region 8,All,2013-14,31,6.3,5.5,5.7,0,81,"1,415",90.5%
Region,Region 8,All,2013-14,32,6.3,5.4,5.2,0,72,"1,381",88.3%
Region,Region 8,All,2013-14,33,6.3,5.4,4.9,0,71,"1,441",92.2%
Region,Region 8,All,2013-14,34,6.3,5.4,5.6,0,78,"1,405",89.9%
Region,Region 8,All,2013-14,35,6.3,5.5,6.6,0,94,"1,434",91.7%
Region,Region 8,All,2013-14,36,6.4,5.5,7.1,0,106,"1,491",95.4%
Region,Region 8,All,2013-14,37,6.4,5.6,7.5,1,111,"1,494",95.6%
Region,Region 8,All,2013-14,38,6.5,5.7,6.5,0,98,"1,504",96.2%
Region,Region 8,All,2013-14,39,6.6,5.8,6.9,0,102,"1,477",94.5%
Region,Region 9,All,2013-14,40,7.5,6.9,7.2,1,435,"6,072",92%
Region,Region 9,All,2013-14,41,7.7,7,7.4,1,450,"6,064",91.9%
Region,Region 9,All,2013-14,42,7.8,7.2,7.5,1,457,"6,083",92.2%
Region,Region 9,All,2013-14,43,7.9,7.3,7.1,2,418,"5,946",90.1%
Region,Region 9,All,2013-14,44,8,7.4,8,1,479,"6,025",91.3%
Region,Region 9,All,2013-14,45,8.2,7.6,7.6,3,472,"6,282",95.2%
Region,Region 9,All,2013-14,46,8.3,7.7,7.3,2,445,"6,140",93%
Region,Region 9,All,2013-14,47,8.5,7.9,7.7,2,476,"6,225",94.3%
Region,Region 9,All,2013-14,48,8.6,8,8,3,489,"6,160",93.3%
Region,Region 9,All,2013-14,49,8.8,8.1,8.4,2,525,"6,251",94.7%
Region,Region 9,All,2013-14,50,8.9,8.3,8.9,7,606,"6,864",> 100%
Region,Region 9,All,2013-14,51,9,8.4,8.3,9,544,"6,683",> 100%
Region,Region 9,All,2013-14,52,9.1,8.5,8.6,12,554,"6,579",99.7%
Region,Region 9,All,2013-14,1,9.2,8.6,10.2,40,657,"6,860",> 100%
Region,Region 9,All,2013-14,2,9.3,8.7,10.9,62,702,"7,009",> 100%
Region,Region 9,All,2013-14,3,9.4,8.8,12.2,86,805,"7,274",> 100%
Region,Region 9,All,2013-14,4,9.5,8.9,12.2,100,762,"7,086",> 100%
Region,Region 9,All,2013-14,5,9.5,8.9,10.8,81,667,"6,953",> 100%
Region,Region 9,All,2013-14,6,9.5,8.9,11.3,71,717,"6,965",> 100%
Region,Region 9,All,2013-14,7,9.6,8.9,10.8,61,674,"6,788",> 100%
Region,Region 9,All,2013-14,8,9.5,8.9,9.3,34,579,"6,600",> 100%
Region,Region 9,All,2013-14,9,9.5,8.9,9.2,22,571,"6,461",97.9%
Region,Region 9,All,2013-14,10,9.5,8.9,9.6,16,590,"6,324",95.8%
Region,Region 9,All,2013-14,11,9.4,8.8,9.1,6,588,"6,492",98.4%
Region,Region 9,All,2013-14,12,9.4,8.7,8.3,9,526,"6,450",97.7%
Region,Region 9,All,2013-14,13,9.3,8.7,8.3,5,523,"6,375",96.6%
Region,Region 9,All,2013-14,14,9.2,8.6,8.4,3,530,"6,349",96.2%
Region,Region 9,All,2013-14,15,9.1,8.5,8,6,504,"6,412",97.2%
Region,Region 9,All,2013-14,16,8.9,8.3,7.7,2,481,"6,306",95.6%
Region,Region 9,All,2013-14,17,8.8,8.2,7.9,1,485,"6,126",92.8%
Region,Region 9,All,2013-14,18,8.7,8.1,7.5,3,472,"6,298",95.4%
Region,Region 9,All,2013-14,19,8.5,7.9,7.5,2,468,"6,280",95.2%
Region,Region 9,All,2013-14,20,8.4,7.8,7.3,2,449,"6,173",93.5%
Region,Region 9,All,2013-14,21,8.2,7.6,7.9,2,471,"6,020",91.2%
Region,Region 9,All,2013-14,22,8.1,7.5,7.4,1,451,"6,142",93.1%
Region,Region 9,All,2013-14,23,7.9,7.3,7.3,2,452,"6,191",93.8%
Region,Region 9,All,2013-14,24,7.8,7.2,7.2,5,429,"6,064",91.9%
Region,Region 9,All,2013-14,25,7.7,7.1,7.2,1,436,"6,044",91.6%
Region,Region 9,All,2013-14,26,7.6,6.9,7.7,1,452,"5,877",89.1%
Region,Region 9,All,2013-14,27,7.4,6.8,7,1,429,"6,166",93.4%
Region,Region 9,All,2013-14,28,7.3,6.7,6.9,0,415,"6,014",91.1%
Region,Region 9,All,2013-14,29,7.3,6.7,6.5,2,393,"6,035",91.4%
Region,Region 9,All,2013-14,30,7.2,6.6,6.9,1,415,"6,011",91.1%
Region,Region 9,All,2013-14,31,7.1,6.5,6.6,1,402,"6,071",92%
Region,Region 9,All,2013-14,32,7.1,6.5,6.9,0,408,"5,890",89.2%
Region,Region 9,All,2013-14,33,7.1,6.5,7.1,0,428,"6,038",91.5%
Region,Region 9,All,2013-14,34,7.1,6.5,7,0,416,"5,951",90.2%
Region,Region 9,All,2013-14,35,7.1,6.5,6.8,0,397,"5,824",88.2%
Region,Region 9,All,2013-14,36,7.1,6.5,7,0,429,"6,147",93.1%
Region,Region 9,All,2013-14,37,7.2,6.6,6.4,0,385,"6,039",91.5%
Region,Region 9,All,2013-14,38,7.3,6.7,6.9,0,425,"6,153",93.2%
Region,Region 9,All,2013-14,39,7.3,6.7,7.3,1,433,"5,947",90.1%
Region,Region 10,All,2013-14,40,6.1,5.4,6.2,0,121,"1,949",95.6%
Region,Region 10,All,2013-14,41,6.2,5.5,6.6,0,127,"1,928",94.6%
Region,Region 10,All,2013-14,42,6.4,5.7,6.4,1,125,"1,970",96.7%
Region,Region 10,All,2013-14,43,6.5,5.8,7.1,1,137,"1,945",95.4%
Region,Region 10,All,2013-14,44,6.7,6,6.8,0,125,"1,849",90.7%
Region,Region 10,All,2013-14,45,6.8,6.1,6.7,0,134,"2,003",98.3%
Region,Region 10,All,2013-14,46,7,6.3,5.7,0,108,"1,882",92.4%
Region,Region 10,All,2013-14,47,7.1,6.5,6.8,0,139,"2,036",99.9%
